"start_time" "end_time" "survey_date" "survey_time" "consent" "region" "country" "county" "subcounty" "ward" "slum" "cu" "location_type" "vendor_type" "gender" "grains" "roots_tubers" "grain_roots_tubers" "dark_green_veg" "other_veg" "vit_a_rich_veg" "vita_rich_fruits" "other_vita_frt_veg" "other_fruits" "organ_meat" "flesh_meat" "fish" "meat_poultry_fish" "egg" "legumes_pulses" "nuts_seeds" "dairy" "oils_fats" "snacks" "beverages" "spice_condiment" "mixed_foods" "grains_maize_green" "grains_dry_maize" "grains_maize_flour" "grains_ugali" "grains_rice" "grains_wheat_flour" "grains_chapati" "grains_mandazi" "grains_scones" "grains_bread" "grains_noodle" "grains_millet" "grains_millet_flour" "grains_millet_porridge" "grains_sorghum" "grains_sorghum_flour" "grains_spaghetti" "grains_barley" "grains_oats" "other_grains" "os_other_grains" "grains_comment" "vit_a_veg_pumpkin" "vit_a_veg_carrot" "vit_a_veg_squash" "vit_a_veg_orange_fl_swt_potato" "vit_a_veg_red_swt_pepper" "vit_a_veg_butternut" "other_vit_a_rich_veg" "os_other_vit_a_rich_veg" "vit_a_rich_veg_comment" "roots_tubers_irish_potato" "roots_tubers_swt_potato" "roots_tubers_arrow_root" "roots_tubers_cassava" "roots_tubers_yam" "roots_tubers_plantain" "roots_tubers_chips" "other_roots_tubers" "os_other_roots_tubers" "roots_tubers_comment" "dgv_kale" "dgv_spinach" "dgv_amaranthus" "dgv_nightshade" "dgv_jute_mallow" "dgv_cowpea_leaves" "dgv_crotalaria" "dgv_pumpkin_leaves" "dgv_african_kales" "dgv_african_spinach" "dgv_atipa" "dgv_cassava_leaves" "dgv_lettuce" "dgv_bean_leaves" "dgv_swt_potato_leaves" "dgv_nakati" "dgv_bitter_leaf" "dgv_arrowroot_leaves" "dgv_spider_plant" "dgv_stinging_nettles" "dgv_broccoli" "other_dgv" "os_other_dgv" "dgv_comment" "otherveg_tomato" "otherveg_onion" "otherveg_eggplant" "otherveg_capsicum" "otherveg_cabbage" "otherveg_beetroot" "otherveg_okra" "otherveg_celery" "otherveg_cucumber" "otherveg_mushroom" "otherveg_zucchini" "otherveg_cauliflower" "otherveg_asparagus" "otherveg_artichoke" "otherveg_frenchbeans" "otherveg_greenbeans" "other_otherveg" "os_other_otherveg" "otherveg_comment" "vita_rich_frts_mango" "vita_rich_frts_cantaloupe" "vita_rich_frts_apricot" "vita_rich_frts_papaya" "vita_rich_frts_peach" "vita_rich_frts_treetomato" "vita_rich_frts_passionfrt" "other_vita_rich_frts" "os_other_vita_rich_frts" "vita_rich_frts_comment" "otherfrt_avocado" "otherfrt_ripebanana" "otherfrt_guava" "otherfrt_orange" "otherfrt_watermelon" "otherfrt_pineapple" "otherfrt_plums" "otherfrt_apple" "otherfrt_wildberries" "otherfrt_lemon" "otherfrt_lime" "otherfrt_tangerine" "otherfrt_jackfruits" "otherfrt_pear" "otherfrt_kiwi" "otherfrt_tamarind" "otherfrt_loquat" "otherfrt_javaplum" "otherfrt_grapes" "other_otherfrt" "os_other_otherfrt" "otherfrt_comment" "organ_meats_liver" "organ_meats_kidney" "organ_meats_heart" "organ_meats_intestine" "organ_meats_gizzard" "organ_meats_lung" "organ_meats_blood" "other_organ_meats" "os_other_organ_meats" "organ_meats_comment" "flesh_meats_beef" "flesh_meats_pork" "flesh_meats_lamb" "flesh_meats_goat" "flesh_meats_rabbit" "flesh_meats_chicken" "flesh_meats_duck" "flesh_meats_game" "flesh_meats_insect" "flesh_meats_turkey" "flesh_meats_guineafowl" "flesh_meats_quail" "other_flesh_meats" "os_other_flesh_meats" "flesh_meats_comment" "eggs_chicken" "eggs_duck" "eggs_guineahen" "eggs_quail" "other_eggs" "eggs_comment" "fish_tilapia" "fish_nile_perch" "fish_omena" "fish_catfish" "fish_squeaker" "fish_lungfish" "fish_mouthbrooder" "fish_stonebasher" "fish_riponfalls" "fish_victorialabeo" "fish_labyrinth" "fish_sadlerrobber" "fish_blacknile" "fish_shellfish" "fish_okoko" "other_fish" "os_other_fish" "fish_comment" "legumes_beans" "legumes_peas" "legumes_lentils" "legumes_dolichos" "legumes_soybean" "legumes_pigeonpeas" "legumes_mungbeans" "legumes_chickpeas" "legumes_cowpea" "other_legumes" "os_other_legumes" "legumes_comment" "nuts_seeds_groundnut" "nuts_seeds_peanut" "nuts_seeds_baobab" "nuts_seeds_sunflower" "nuts_seeds_pumpkin" "nuts_seeds_coconut" "nuts_seeds_almonds" "nuts_seeds_cashew" "nuts_seeds_sesame" "nuts_seeds_macadamia" "other_nuts_seeds" "os_other_nuts_seeds" "nuts_seeds_comments" "dairy_milk" "dairy_cheese" "dairy_yoghurt" "dairy_ghee" "dairy_cream" "dairy_fermmilk" "other_dairy" "os_other_dairy" "dairy_comment" "oils_fats_cookingoil" "oils_fats_cookingfat" "oils_fats_coconut" "oils_fats_palm" "oils_fats_lard" "oils_fats_margarine" "oils_fats_butter" "other_oils_fats" "os_other_oils_fats" "oils_fats_comment" "snacks_sugar" "snacks_sugarcane" "snacks_honey" "snacks_cakes" "snacks_chocolate" "snacks_candy" "snacks_cookies" "snacks_jaggary" "other_snacks" "os_other_snacks" "snacks_comment" "beverage_soda_juice" "beverage_energydrink" "beverage_alcoholic" "beverage_coffee" "beverage_tea" "condiments_coconutwater" "condiments_soysauce" "condiments_hotsauce" "condiments_chilitomatosauce" "condiments_salt" "condiments_blackpepper" "condiments_garlic" "condiments_ginger" "condiments_oregano" "condiments_mint" "condiments_parsley" "condiments_vinegar" "condiments_rosemary" "condiments_thyme" "condiments_cardamom" "condiments_cinnamon" "condiments_cumin" "condiments_masala" "condiments_coriander" "condiments_paprika" "other_bev_condiments" "os_other_condiments" "condiments_comment" "mixedfood_githeri" "mixedfood_mokimo" "mixedfood_fruitsalad" "mixedfood_vegetablesalad" "mixedfood_frtjuice" "mixedfood_samosa" "other_mixedfood" "os_other_mixedfood" "mixedfood_comment" "indepth_interview_participatn" "photo_consent" "image1_url" "image2_url" "image3_url" "latitude" "longitude" "altitude" "precision" "vendor_fg_diversity" "unhealthy_food_count" "no_unique_oth_frts_color" "no_unique_oth_veg_color" "no_unique_vita_veg_frt_color" "dark_green_color" "green_other_color" "purple_blue_color" "red_color" "white_brown_color" "yellow_orange_color" "overall_color" "id" "uuid" "submission_time" "index"
"1600" 07:16:00 09:05:00 "2/26/2022" "13:07:00.000+03:00" 1 "East Africa" "Kenya" "Kisumu" "Kisumu Central" "Kondele" "Manyatta A" NA "Peri-Urban" "Ambulant/street hawkers/mobile" "Female" 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA 1 1 "https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2F8c4aa726-7b18-4f27-bd39-709f2a8cb43e%2F1645870124423.jpg" NA NA NA NA NA NA 1 0 0 0 0 0 0 0 0 0 0 0 143788880 "8c4aa726-7b18-4f27-bd39-709f2a8cb43e" "2/26/2022 15:10" 1600
"1601" 11:13:00 13:49:00 "2/26/2022" "13:11:00.000+03:00" 1 "East Africa" "Kenya" "Kisumu" "Kisumu Central" "Kondele" "Manyatta A" NA "Peri-Urban" "Stalls/Tabletop" "Female" 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA "Fresh and fried" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA 1 1 "https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2F2ed8b5b9-1d1d-46e3-9a77-cff88bbf7d1b%2F1645870395431.jpg" "https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2F2ed8b5b9-1d1d-46e3-9a77-cff88bbf7d1b%2F1645870413096.jpg" NA NA NA NA NA 1 0 0 0 0 0 0 0 0 0 0 0 143788886 "2ed8b5b9-1d1d-46e3-9a77-cff88bbf7d1b" "2/26/2022 15:10" 1601
"1602" 39:18:00 56:36:00 "2/26/2022" "13:39:00.000+03:00" 1 "East Africa" "Kenya" "Kisumu" "Kisumu Central" "Kondele" "Manyatta A" NA "Peri-Urban" "Ambulant/street hawkers/mobile" "Female" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 NA "Green and fresh" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA 1 1 "https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2Fc88c5ee0-73a6-4d43-bb31-cb0d96eb4f54%2F1645872110104.jpg" "https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2Fc88c5ee0-73a6-4d43-bb31-cb0d96eb4f54%2F1645872126721.jpg" NA NA NA NA NA 1 0 0 0 0 1 0 0 0 0 0 1 143788893 "c88c5ee0-73a6-4d43-bb31-cb0d96eb4f54" "2/26/2022 15:10" 1602
"1603" 57:09:00 55:46:00 "2/26/2022" "13:57:00.000+03:00" 1 "East Africa" "Kenya" "Kisumu" "Kisumu Central" "Kondele" "Manyatta A" NA "Peri-Urban" "Ambulant/street hawkers/mobile" "Female" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA "Good" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA 1 1 "https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2F86eb1b25-3fc1-4721-b820-432249ed98e1%2F1645873139766.jpg" "https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2F86eb1b25-3fc1-4721-b820-432249ed98e1%2F1645873157801.jpg" NA NA NA NA NA 1 0 1 0 0 0 1 0 0 0 0 1 143788906 "86eb1b25-3fc1-4721-b820-432249ed98e1" "2/26/2022 15:10" 1603
"1604" 59:26:00 01:45:00 "2/26/2022" "15:59:00.000+03:00" 1 "East Africa" "Kenya" "Kisumu" "Kisumu Central" "Kondele" "Manyatta A" NA "Peri-Urban" "Stalls/Tabletop" "Female" 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA "Fresh and fried" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA 1 1 "https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2F7f631a19-7a85-4037-97bd-794ee15d4552%2F1645880466085.jpg" "https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2F7f631a19-7a85-4037-97bd-794ee15d4552%2F1645880483123.jpg" NA NA NA NA NA 1 0 0 0 0 0 0 0 0 0 0 0 143788911 "7f631a19-7a85-4037-97bd-794ee15d4552" "2/26/2022 15:10" 1604
"1605" 13:36:00 20:48:00 "2/26/2022" "16:13:00.000+03:00" 1 "East Africa" "Kenya" "Kisumu" "Kisumu Central" "Kondele" "Manyatta A" NA "Peri-Urban" "Kiosk" "Male" 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 NA "Clean" NA NA NA NA NA NA NA NA NA 0 0 0 1 0 0 0 0 NA "Sun dried Cassava" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA 1 1 "https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2F1fada481-4c06-465b-bae9-df4d1098f073%2F1645881404848.jpg" "https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2F1fada481-4c06-465b-bae9-df4d1098f073%2F1645881413427.jpg" "https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2F1fada481-4c06-465b-bae9-df4d1098f073%2F1645881455268.jpg" NA NA NA NA 1 0 0 0 0 0 0 0 0 0 0 0 143788918 "1fada481-4c06-465b-bae9-df4d1098f073" "2/26/2022 15:10" 1605
"1606" 23:42:00 27:32:00 "2/26/2022" "16:23:00.000+03:00" 1 "East Africa" "Kenya" "Kisumu" "Kisumu Central" "Kondele" "Manyatta A" NA "Peri-Urban" "Home vendors" "Female" 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA "Green and Fresh" 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA "Good" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 "Royco powder" "Processed" NA NA NA NA NA NA NA NA NA 1 1 "https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2Fe9d704d2-1827-43a5-83a4-5ce14ac32a45%2F1645882028557.jpg" "https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2Fe9d704d2-1827-43a5-83a4-5ce14ac32a45%2F1645882039089.jpg" NA NA NA NA NA 2 0 0 2 0 1 0 0 1 1 0 3 143788924 "e9d704d2-1827-43a5-83a4-5ce14ac32a45" "2/26/2022 15:10" 1606
"1607" 32:56:00 37:33:00 "2/26/2022" "16:33:00.000+03:00" 1 "East Africa" "Kenya" "Kisumu" "Kisumu Central" "Kondele" "Manyatta A" NA "Peri-Urban" "Kiosk" "both male and female" 1 0 1 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 1 0 1 1 0 1 1 1 1 0 1 0 0 1 0 0 0 0 NA "Processed" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 0 0 0 "Large in size" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 1 0 0 0 NA "Processed" 1 1 0 0 0 0 0 0 1 0 0 NA "Roasted nuts and seeds" 1 0 1 0 0 1 0 NA "Packaged milk" 1 1 0 0 0 0 0 0 NA NA 1 0 1 1 1 1 1 1 0 NA "Home made honey" 1 1 0 1 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 "Royco powder" NA NA NA NA NA NA NA NA NA NA 1 1 "https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2F9d448dec-dc8c-49e0-b23a-e7752eb46c13%2F1645882623466.jpg" "https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2F9d448dec-dc8c-49e0-b23a-e7752eb46c13%2F1645882633195.jpg" NA NA NA NA NA 5 9 0 0 0 0 0 0 0 0 0 0 143788929 "9d448dec-dc8c-49e0-b23a-e7752eb46c13" "2/26/2022 15:10" 1607
"1608" 39:22:00 44:35:00 "2/26/2022" "16:39:00.000+03:00" 1 "East Africa" "Kenya" "Kisumu" "Kisumu Central" "Kondele" "Manyatta A" NA "Peri-Urban" "Stalls/Tabletop" "Female" 0 1 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 1 0 NA "Potatoe chips" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 1 "Smokies" "Beef smokies" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA 0 0 0 1 0 0 0 NA "Looks clean" 1 1 "https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2Fac4a6661-3cd7-44c4-a6c5-98c3daba83fc%2F1645883052967.jpg" "https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2Fac4a6661-3cd7-44c4-a6c5-98c3daba83fc%2F1645883059515.jpg" NA NA NA NA NA 2 0 0 0 0 0 0 0 0 0 0 0 143788934 "ac4a6661-3cd7-44c4-a6c5-98c3daba83fc" "2/26/2022 15:10" 1608
"1609" 52:40:00 55:33:00 "2/26/2022" "16:52:00.000+03:00" 1 "East Africa" "Kenya" "Kisumu" "Kisumu Central" "Kondele" "Manyatta A" NA "Peri-Urban" "Stalls/Tabletop" "Female" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 0 0 0 0 0 0 0 0 NA "Cooked beans" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA 1 0 0 0 0 0 0 NA "Looks clean" 1 1 "https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2F0833fded-28e8-41df-85a8-1a4e72873dd6%2F1645883714517.jpg" NA NA NA NA NA NA 1 0 0 0 0 0 0 0 0 0 0 0 143788938 "0833fded-28e8-41df-85a8-1a4e72873dd6" "2/26/2022 15:10" 1609
