"start_time" "end_time" "survey_date" "survey_time" "consent" "region" "country" "county" "subcounty" "ward" "slum" "cu" "location_type" "vendor_type" "gender" "grains" "roots_tubers" "grain_roots_tubers" "dark_green_veg" "other_veg" "vit_a_rich_veg" "vita_rich_fruits" "other_vita_frt_veg" "other_fruits" "organ_meat" "flesh_meat" "fish" "meat_poultry_fish" "egg" "legumes_pulses" "nuts_seeds" "dairy" "oils_fats" "snacks" "beverages" "spice_condiment" "mixed_foods" "grains_maize_green" "grains_dry_maize" "grains_maize_flour" "grains_ugali" "grains_rice" "grains_wheat_flour" "grains_chapati" "grains_mandazi" "grains_scones" "grains_bread" "grains_noodle" "grains_millet" "grains_millet_flour" "grains_millet_porridge" "grains_sorghum" "grains_sorghum_flour" "grains_spaghetti" "grains_barley" "grains_oats" "other_grains" "os_other_grains" "grains_comment" "vit_a_veg_pumpkin" "vit_a_veg_carrot" "vit_a_veg_squash" "vit_a_veg_orange_fl_swt_potato" "vit_a_veg_red_swt_pepper" "vit_a_veg_butternut" "other_vit_a_rich_veg" "os_other_vit_a_rich_veg" "vit_a_rich_veg_comment" "roots_tubers_irish_potato" "roots_tubers_swt_potato" "roots_tubers_arrow_root" "roots_tubers_cassava" "roots_tubers_yam" "roots_tubers_plantain" "roots_tubers_chips" "other_roots_tubers" "os_other_roots_tubers" "roots_tubers_comment" "dgv_kale" "dgv_spinach" "dgv_amaranthus" "dgv_nightshade" "dgv_jute_mallow" "dgv_cowpea_leaves" "dgv_crotalaria" "dgv_pumpkin_leaves" "dgv_african_kales" "dgv_african_spinach" "dgv_atipa" "dgv_cassava_leaves" "dgv_lettuce" "dgv_bean_leaves" "dgv_swt_potato_leaves" "dgv_nakati" "dgv_bitter_leaf" "dgv_arrowroot_leaves" "dgv_spider_plant" "dgv_stinging_nettles" "dgv_broccoli" "other_dgv" "os_other_dgv" "dgv_comment" "otherveg_tomato" "otherveg_onion" "otherveg_eggplant" "otherveg_capsicum" "otherveg_cabbage" "otherveg_beetroot" "otherveg_okra" "otherveg_celery" "otherveg_cucumber" "otherveg_mushroom" "otherveg_zucchini" "otherveg_cauliflower" "otherveg_asparagus" "otherveg_artichoke" "otherveg_frenchbeans" "otherveg_greenbeans" "other_otherveg" "os_other_otherveg" "otherveg_comment" "vita_rich_frts_mango" "vita_rich_frts_cantaloupe" "vita_rich_frts_apricot" "vita_rich_frts_papaya" "vita_rich_frts_peach" "vita_rich_frts_treetomato" "vita_rich_frts_passionfrt" "other_vita_rich_frts" "os_other_vita_rich_frts" "vita_rich_frts_comment" "otherfrt_avocado" "otherfrt_ripebanana" "otherfrt_guava" "otherfrt_orange" "otherfrt_watermelon" "otherfrt_pineapple" "otherfrt_plums" "otherfrt_apple" "otherfrt_wildberries" "otherfrt_lemon" "otherfrt_lime" "otherfrt_tangerine" "otherfrt_jackfruits" "otherfrt_pear" "otherfrt_kiwi" "otherfrt_tamarind" "otherfrt_loquat" "otherfrt_javaplum" "otherfrt_grapes" "other_otherfrt" "os_other_otherfrt" "otherfrt_comment" "organ_meats_liver" "organ_meats_kidney" "organ_meats_heart" "organ_meats_intestine" "organ_meats_gizzard" "organ_meats_lung" "organ_meats_blood" "other_organ_meats" "os_other_organ_meats" "organ_meats_comment" "flesh_meats_beef" "flesh_meats_pork" "flesh_meats_lamb" "flesh_meats_goat" "flesh_meats_rabbit" "flesh_meats_chicken" "flesh_meats_duck" "flesh_meats_game" "flesh_meats_insect" "flesh_meats_turkey" "flesh_meats_guineafowl" "flesh_meats_quail" "other_flesh_meats" "os_other_flesh_meats" "flesh_meats_comment" "eggs_chicken" "eggs_duck" "eggs_guineahen" "eggs_quail" "other_eggs" "eggs_comment" "fish_tilapia" "fish_nile_perch" "fish_omena" "fish_catfish" "fish_squeaker" "fish_lungfish" "fish_mouthbrooder" "fish_stonebasher" "fish_riponfalls" "fish_victorialabeo" "fish_labyrinth" "fish_sadlerrobber" "fish_blacknile" "fish_shellfish" "fish_okoko" "other_fish" "os_other_fish" "fish_comment" "legumes_beans" "legumes_peas" "legumes_lentils" "legumes_dolichos" "legumes_soybean" "legumes_pigeonpeas" "legumes_mungbeans" "legumes_chickpeas" "legumes_cowpea" "other_legumes" "os_other_legumes" "legumes_comment" "nuts_seeds_groundnut" "nuts_seeds_peanut" "nuts_seeds_baobab" "nuts_seeds_sunflower" "nuts_seeds_pumpkin" "nuts_seeds_coconut" "nuts_seeds_almonds" "nuts_seeds_cashew" "nuts_seeds_sesame" "nuts_seeds_macadamia" "other_nuts_seeds" "os_other_nuts_seeds" "nuts_seeds_comments" "dairy_milk" "dairy_cheese" "dairy_yoghurt" "dairy_ghee" "dairy_cream" "dairy_fermmilk" "other_dairy" "os_other_dairy" "dairy_comment" "oils_fats_cookingoil" "oils_fats_cookingfat" "oils_fats_coconut" "oils_fats_palm" "oils_fats_lard" "oils_fats_margarine" "oils_fats_butter" "other_oils_fats" "os_other_oils_fats" "oils_fats_comment" "snacks_sugar" "snacks_sugarcane" "snacks_honey" "snacks_cakes" "snacks_chocolate" "snacks_candy" "snacks_cookies" "snacks_jaggary" "other_snacks" "os_other_snacks" "snacks_comment" "beverage_soda_juice" "beverage_energydrink" "beverage_alcoholic" "beverage_coffee" "beverage_tea" "condiments_coconutwater" "condiments_soysauce" "condiments_hotsauce" "condiments_chilitomatosauce" "condiments_salt" "condiments_blackpepper" "condiments_garlic" "condiments_ginger" "condiments_oregano" "condiments_mint" "condiments_parsley" "condiments_vinegar" "condiments_rosemary" "condiments_thyme" "condiments_cardamom" "condiments_cinnamon" "condiments_cumin" "condiments_masala" "condiments_coriander" "condiments_paprika" "other_bev_condiments" "os_other_condiments" "condiments_comment" "mixedfood_githeri" "mixedfood_mokimo" "mixedfood_fruitsalad" "mixedfood_vegetablesalad" "mixedfood_frtjuice" "mixedfood_samosa" "other_mixedfood" "os_other_mixedfood" "mixedfood_comment" "indepth_interview_participatn" "photo_consent" "image1_url" "image2_url" "image3_url" "latitude" "longitude" "altitude" "precision" "vendor_fg_diversity" "unhealthy_food_count" "no_unique_oth_frts_color" "no_unique_oth_veg_color" "no_unique_vita_veg_frt_color" "dark_green_color" "green_other_color" "purple_blue_color" "red_color" "white_brown_color" "yellow_orange_color" "overall_color" "id" "uuid" "submission_time" "index"
"276" 55:35:00 02:06:00 "2/22/2022" "12:55:00.000+03:00" 1 "East Africa" "Kenya" "Kisumu" "Kisumu East" "Manyatta" "Manyatta B" 4 "Peri-Urban" "Kiosk" "Female" 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 NA "Operates posho Mill and sells unmilled products" NA NA NA NA NA NA NA NA NA 0 0 0 1 0 0 0 0 NA "Dried" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA 1 1 "https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2F0a3953c7-9a98-4e41-a277-c85307f5142e%2F1645524073836.jpg" "https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2F0a3953c7-9a98-4e41-a277-c85307f5142e%2F1645524097463.jpg" NA NA NA NA NA 1 0 0 0 0 0 0 0 0 0 0 0 143043637 "0a3953c7-9a98-4e41-a277-c85307f5142e" "2/22/2022 14:37" 276
"277" 04:33:00 13:42:00 "2/22/2022" "13:05:00.000+03:00" 1 "East Africa" "Kenya" "Kisumu" "Kisumu East" "Manyatta" "Manyatta B" 4 "Peri-Urban" "Stalls/Tabletop" "Female" 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA "Uncooked" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 1 0 0 0 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 1 0 NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA 1 1 "https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2F0e3dd61c-fd4f-49a4-8a21-1e7e729924d6%2F1645524750105.jpg" NA NA NA NA NA NA 2 1 0 0 0 0 0 0 0 0 0 0 143043653 "0e3dd61c-fd4f-49a4-8a21-1e7e729924d6" "2/22/2022 14:37" 277
"278" 18:14:00 25:15:00 "2/22/2022" "13:19:00.000+03:00" 1 "East Africa" "Kenya" "Kisumu" "Kisumu East" "Manyatta" "Manyatta B" 4 "Peri-Urban" "Home vendors" "Female" 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA 0 1 "https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2F0059fec1-5982-492e-a935-c7d736dc752e%2F1645525498139.jpg" NA NA NA NA NA NA 1 0 0 0 0 0 0 0 0 0 0 0 143043687 "0059fec1-5982-492e-a935-c7d736dc752e" "2/22/2022 14:37" 278
"279" 44:54:00 54:06:00 "2/22/2022" "13:45:00.000+03:00" 1 "East Africa" "Kenya" "Kisumu" "Kisumu East" "Manyatta" "Manyatta B" 4 "Peri-Urban" "Stalls/Tabletop" "Female" 1 0 1 1 1 0 1 1 1 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA "Uncooked" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA "Very fresh and clean
" 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 NA "Fresh
" 1 0 0 0 0 0 0 0 NA "Ripe and clean
" 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 0 0 0 NA 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA 1 0 0 0 0 0 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA 1 1 "https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2F82900bce-6319-4b6e-aa3d-705d4e537b78%2F1645527056252.jpg" "https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2F82900bce-6319-4b6e-aa3d-705d4e537b78%2F1645527065574.jpg" NA NA NA NA NA 8 0 2 3 1 1 1 1 1 1 1 6 143043711 "82900bce-6319-4b6e-aa3d-705d4e537b78" "2/22/2022 14:37" 279
"280" 59:05:00 07:21:00 "2/22/2022" "13:59:00.000+03:00" 1 "East Africa" "Kenya" "Kisumu" "Kisumu East" "Manyatta" "Manyatta B" 4 "Peri-Urban" "Mordern restaurant/ Fast food outlet" "Female" 1 0 1 1 1 1 0 1 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 NA "All cooked" 0 1 0 0 0 0 0 NA "Not very fresh" NA NA NA NA NA NA NA NA NA NA 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA 1 0 0 0 0 0 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA 1 1 "https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2F3941f3df-ede3-44d9-b3bd-ac19a01ef092%2F1645527849684.jpg" "https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2F3941f3df-ede3-44d9-b3bd-ac19a01ef092%2F1645527860418.jpg" NA NA NA NA NA 6 0 0 3 1 1 0 1 1 1 1 5 143043731 "3941f3df-ede3-44d9-b3bd-ac19a01ef092" "2/22/2022 14:38" 280
"281" 11:59:00 18:40:00 "2/22/2022" "14:12:00.000+03:00" 1 "East Africa" "Kenya" "Kisumu" "Kisumu East" "Manyatta" "Manyatta B" 4 "Peri-Urban" "Kiosk" "both male and female" 1 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 0 0 1 0 1 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 NA "Processed" NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 1 "Crisps" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 1 0 0 0 0 NA NA 1 1 0 0 0 1 0 0 NA NA 1 0 0 0 1 1 1 0 0 NA NA 1 1 0 1 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA 1 1 "https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2F02523596-3af1-4f11-8fc2-23416d442b51%2F1645528684978.jpg" "https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2F02523596-3af1-4f11-8fc2-23416d442b51%2F1645528697548.jpg" NA NA NA NA NA 3 6 0 0 0 0 0 0 0 0 0 0 143043740 "02523596-3af1-4f11-8fc2-23416d442b51" "2/22/2022 14:38" 281
"282" 23:57:00 30:47:00 "2/22/2022" "15:24:00.000+03:00" 1 "East Africa" "Kenya" "Kisumu" "Kisumu East" "Manyatta" "Manyatta B" 4 "Peri-Urban" "Kiosk" "Male" 1 0 1 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 0 0 0 1 0 1 1 0 0 1 1 1 0 0 0 0 0 1 0 0 0 NA "Processed and packed" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 0 0 0 NA 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 NA "Brownish" 1 0 0 0 0 0 1 0 0 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 NA "Roasted" 1 0 1 0 0 1 0 NA NA 1 1 0 0 0 1 0 0 NA NA 1 0 0 0 1 1 1 0 0 NA NA 1 1 0 1 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA 1 1 "https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2F4ca5e54c-ba17-4fb7-95ab-00207d008c56%2F1645533010388.jpg" NA NA NA NA NA NA 6 6 0 0 0 0 0 0 0 0 0 0 143043754 "4ca5e54c-ba17-4fb7-95ab-00207d008c56" "2/22/2022 14:38" 282
"283" 32:07:00 42:16:00 "2/22/2022" "15:34:00.000+03:00" 1 "East Africa" "Kenya" "Kisumu" "Kisumu East" "Manyatta" "Manyatta B" 4 "Peri-Urban" "Mordern restaurant/ Fast food outlet" "Female" 1 0 1 1 1 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 NA "Cooked" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA "Green and fresh" 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 NA NA 1 0 0 0 0 NA 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA 1 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA 1 1 "https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2F66b8326a-7501-4143-916b-222caf38c5e4%2F1645533688132.jpg" "https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2F66b8326a-7501-4143-916b-222caf38c5e4%2F1645533701253.jpg" NA NA NA NA NA 6 0 0 3 0 1 1 1 1 0 0 4 143043770 "66b8326a-7501-4143-916b-222caf38c5e4" "2/22/2022 14:38" 283
"284" 43:55:00 49:59:00 "2/22/2022" "15:44:00.000+03:00" 1 "East Africa" "Kenya" "Kisumu" "Kisumu East" "Manyatta" "Manyatta B" 4 "Peri-Urban" "Stalls/Tabletop" "Female" 1 0 1 0 0 0 1 1 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA "Uncooked" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 0 0 0 0 0 0 NA NA 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA "Overripe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 0 0 0 0 1 0 0 0 NA "Uncooked" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA 1 1 "https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2F4f013b46-e080-4f25-99fb-ed846f2197c6%2F1645534140840.jpg" "https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2F4f013b46-e080-4f25-99fb-ed846f2197c6%2F1645534154847.jpg" "https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2F4f013b46-e080-4f25-99fb-ed846f2197c6%2F1645534172023.jpg" NA NA NA NA 4 0 2 0 1 0 1 0 0 1 1 3 143043815 "4f013b46-e080-4f25-99fb-ed846f2197c6" "2/22/2022 14:38" 284
"285" 50:26:00 01:50:00 "2/22/2022" "15:55:00.000+03:00" 1 "East Africa" "Kenya" "Kisumu" "Kisumu East" "Manyatta" "Manyatta B" 4 "Peri-Urban" "Kiosk" "Female" 1 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1 1 1 1 0 0 0 1 0 1 1 0 0 1 1 1 0 0 0 0 0 1 0 0 0 NA "Processed and packed" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 1 0 0 1 0 NA "Packed" 1 1 0 0 0 1 0 0 NA NA 1 0 0 1 1 1 1 0 0 NA NA 1 1 0 1 1 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA 1 1 "https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2Fe9a0cec7-b22f-408d-b540-ce616e5b32d1%2F1645534855946.jpg" "https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2Fe9a0cec7-b22f-408d-b540-ce616e5b32d1%2F1645534866236.jpg" "https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2Fe9a0cec7-b22f-408d-b540-ce616e5b32d1%2F1645534885209.jpg" NA NA NA NA 4 7 0 0 0 0 0 0 0 0 0 0 143043829 "e9a0cec7-b22f-408d-b540-ce616e5b32d1" "2/22/2022 14:38" 285
"286" 03:32:00 09:31:00 "2/22/2022" "16:04:00.000+03:00" 1 "East Africa" "Kenya" "Kisumu" "Kisumu East" "Manyatta" "Manyatta B" 4 "Peri-Urban" "Kiosk" "Male" 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 1 1 1 0 1 0 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA 1 1 "https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2F50ce2763-5d5e-41fd-bf5e-0b572de1d5f5%2F1645535322969.jpg" "https://kc.kobotoolbox.org/media/original?media_file=ctokeshi%2Fattachments%2Fb5b86bbcd7774547b93ca9f20dcca1bd%2F50ce2763-5d5e-41fd-bf5e-0b572de1d5f5%2F1645535353132.jpg" NA NA NA NA NA 1 0 0 0 0 0 0 0 0 0 0 0 143043849 "50ce2763-5d5e-41fd-bf5e-0b572de1d5f5" "2/22/2022 14:38" 286
