number,source,year,fert_type,ISO,Town,ppp_price_kg,rel_price,longitude,latitude,acc50,acc100,acc250,distPort,popD,ral_pop,prec,crop_ha,nat_avg
604,LSMS,2012,Urea,NGA,NA,1.007503483,0.909090909,9.502707258,10.36698169,1.799999952,1.799999952,2.799999952,18.79999924,57.85103607,36.59999847,1031.002808,0.501208544,1.11
605,LSMS,2012,Urea,NGA,NA,1.20900418,1.090909091,9.502707258,10.36698169,1.799999952,1.799999952,2.799999952,18.79999924,57.85103607,36.59999847,1031.002808,0.501208544,1.11
606,LSMS,2012,Urea,NGA,NA,1.309754528,1.181818182,9.608639658,10.0746623,2.099999905,2.099999905,3.200000048,20.60000038,105.5943069,68.30000305,1081.997314,0.636997342,1.11
607,LSMS,2012,Urea,NGA,NA,1.309754528,1.181818182,9.608639658,10.0746623,2.099999905,2.099999905,3.200000048,20.60000038,105.5943069,68.30000305,1081.997314,0.636997342,1.11
608,LSMS,2012,Urea,NGA,NA,1.007503483,0.909090909,9.608639658,10.0746623,2.099999905,2.099999905,3.200000048,20.60000038,105.5943069,68.30000305,1081.997314,0.636997342,1.11
609,LSMS,2012,Urea,NGA,NA,1.007503483,0.909090909,9.805784183,10.85479174,1.5,1.5,2.900000095,20.60000038,52.51467514,33.20000076,925.0009155,0.83584398,1.11
610,LSMS,2012,Urea,NGA,NA,1.20900418,1.090909091,9.805784183,10.85479174,1.5,1.5,2.900000095,20.60000038,52.51467514,33.20000076,925.0009155,0.83584398,1.11
611,LSMS,2012,Urea,NGA,NA,1.007503483,0.909090909,9.805784183,10.85479174,1.5,1.5,2.900000095,20.60000038,52.51467514,33.20000076,925.0009155,0.83584398,1.11
612,LSMS,2012,Urea,NGA,NA,1.410504876,1.272727273,9.822582976,7.310150348,4.599999905,4.800000191,8.899999619,12.19999981,74.58226776,61.70000076,1506.000732,0.275697351,1.11
613,LSMS,2012,Urea,NGA,NA,1.410504876,1.272727273,9.822582976,7.310150348,4.599999905,4.800000191,8.899999619,12.19999981,74.58226776,61.70000076,1506.000732,0.275697351,1.11
614,LSMS,2012,Urea,NGA,NA,1.108253831,1,9.846829659,10.30439688,0.300000012,0.300000012,2.5,18.10000038,586.2375488,11,1005,0.527157962,1.11
615,LSMS,2012,Urea,NGA,NA,1.007503483,0.909090909,10.0246378,10.90771936,2.900000095,2.900000095,4.199999809,23,52.51467514,33.20000076,899.0020142,0.934157729,1.11
616,LSMS,2012,Urea,NGA,NA,1.20900418,1.090909091,10.0246378,10.90771936,2.900000095,2.900000095,4.199999809,23,52.51467514,33.20000076,899.0020142,0.934157729,1.11
617,LSMS,2012,Urea,NGA,NA,0.906753135,0.818181818,10.0246378,10.90771936,2.900000095,2.900000095,4.199999809,23,52.51467514,33.20000076,899.0020142,0.934157729,1.11
618,LSMS,2012,Urea,NGA,NA,1.229154249,1.109090909,10.03228126,12.4380667,0.100000001,1.899999976,1.899999976,30.5,13919.92871,42.20000076,602,0.006181367,1.11
619,LSMS,2012,Urea,NGA,NA,1.20900418,1.090909091,10.1316669,10.23741678,1.100000024,1.100000024,3.400000095,20.10000038,14.7295723,52.59999847,981.9990845,0.609046638,1.11
620,LSMS,2012,Urea,NGA,NA,1.289604458,1.163636364,10.1316669,10.23741678,1.100000024,1.100000024,3.400000095,20.10000038,14.7295723,52.59999847,981.9990845,0.609046638,1.11
621,LSMS,2012,Urea,NGA,NA,1.007503483,0.909090909,10.1316669,10.23741678,1.100000024,1.100000024,3.400000095,20.10000038,14.7295723,52.59999847,981.9990845,0.609046638,1.11
622,LSMS,2012,Urea,NGA,NA,1.249304319,1.127272727,10.1316669,10.23741678,1.100000024,1.100000024,3.400000095,20.10000038,14.7295723,52.59999847,981.9990845,0.609046638,1.11
623,LSMS,2012,Urea,NGA,NA,1.289604458,1.163636364,10.1316669,10.23741678,1.100000024,1.100000024,3.400000095,20.10000038,14.7295723,52.59999847,981.9990845,0.609046638,1.11
624,LSMS,2012,Urea,NGA,NA,1.20900418,1.090909091,10.16212594,7.24953956,3.400000095,4.199999809,8.199999809,13.5,56.3890419,53.20000076,1509.007324,0.015679948,1.11
625,LSMS,2012,Urea,NGA,NA,1.007503483,0.909090909,10.16212594,7.24953956,3.400000095,4.199999809,8.199999809,13.5,56.3890419,53.20000076,1509.007324,0.015679948,1.11
626,LSMS,2012,Urea,NGA,NA,1.20900418,1.090909091,10.16212594,7.24953956,3.400000095,4.199999809,8.199999809,13.5,56.3890419,53.20000076,1509.007324,0.015679948,1.11
627,LSMS,2012,Urea,NGA,NA,1.108253831,1,10.42347795,12.68232653,1.600000024,4,4,33.20000076,48.14856339,130.1999969,482.0023804,4.71E-10,1.11
628,LSMS,2012,Urea,NGA,NA,1.249304319,1.127272727,10.42347795,12.68232653,1.600000024,4,4,33.20000076,48.14856339,130.1999969,482.0023804,4.71E-10,1.11
629,LSMS,2012,Urea,NGA,NA,1.108253831,1,10.42347795,12.68232653,1.600000024,4,4,33.20000076,48.14856339,130.1999969,482.0023804,4.71E-10,1.11
630,LSMS,2012,Urea,NGA,NA,1.007503483,0.909090909,10.47376395,10.6546032,1.899999976,1.899999976,4,21.89999962,50.33161545,35.70000076,909.9994507,0.605460048,1.11
631,LSMS,2012,Urea,NGA,NA,1.20900418,1.090909091,10.47376395,10.6546032,1.899999976,1.899999976,4,21.89999962,50.33161545,35.70000076,909.9994507,0.605460048,1.11
632,LSMS,2012,Urea,NGA,NA,1.20900418,1.090909091,10.47376395,10.6546032,1.899999976,1.899999976,4,21.89999962,50.33161545,35.70000076,909.9994507,0.605460048,1.11
633,LSMS,2012,Urea,NGA,NA,1.007503483,0.909090909,10.47376395,10.6546032,1.899999976,1.899999976,4,21.89999962,50.33161545,35.70000076,909.9994507,0.605460048,1.11
634,LSMS,2012,Urea,NGA,NA,1.249304319,1.127272727,10.47376395,10.6546032,1.899999976,1.899999976,4,21.89999962,50.33161545,35.70000076,909.9994507,0.605460048,1.11
635,LSMS,2012,Urea,NGA,NA,1.20900418,1.090909091,10.47376395,10.6546032,1.899999976,1.899999976,4,21.89999962,50.33161545,35.70000076,909.9994507,0.605460048,1.11
636,LSMS,2012,Urea,NGA,NA,1.20900418,1.090909091,10.47376395,10.6546032,1.899999976,1.899999976,4,21.89999962,50.33161545,35.70000076,909.9994507,0.605460048,1.11
637,LSMS,2012,Urea,NGA,NA,1.20900418,1.090909091,10.47376395,10.6546032,1.899999976,1.899999976,4,21.89999962,50.33161545,35.70000076,909.9994507,0.605460048,1.11
638,LSMS,2012,Urea,NGA,NA,0.806002786,0.727272727,10.5657038,12.85699959,0.699999988,3.599999905,3.599999905,31.20000076,14.9067688,30.5,429.0033875,0.475535184,1.11
639,LSMS,2012,Urea,NGA,NA,1.047803622,0.945454545,10.57422794,11.44791943,1.700000048,3.5,3.5,23,65.94889069,118.1999969,794,0.736800969,1.11
640,LSMS,2012,Urea,NGA,NA,1.017578518,0.918181818,10.57422794,11.44791943,1.700000048,3.5,3.5,23,65.94889069,118.1999969,794,0.736800969,1.11
641,LSMS,2012,Urea,NGA,NA,1.047803622,0.945454545,10.57422794,11.44791943,1.700000048,3.5,3.5,23,65.94889069,118.1999969,794,0.736800969,1.11
642,LSMS,2012,Urea,NGA,NA,1.067953692,0.963636364,10.76075618,11.50120744,2.099999905,3.099999905,3.900000095,23,44.9952507,118.3000031,758.0008545,0.974652231,1.11
643,LSMS,2012,Urea,NGA,NA,1.108253831,1,10.76075618,11.50120744,2.099999905,3.099999905,3.900000095,23,44.9952507,118.3000031,758.0008545,0.974652231,1.11
644,LSMS,2012,Urea,NGA,NA,1.067953692,0.963636364,10.76075618,11.50120744,2.099999905,3.099999905,3.900000095,23,44.9952507,118.3000031,758.0008545,0.974652231,1.11
645,LSMS,2012,Urea,NGA,NA,1.007503483,0.909090909,10.90078825,9.822822732,2.400000095,2.400000095,6.199999809,24.5,74.22396851,37.70000076,957,0.659855247,1.11
646,LSMS,2012,Urea,NGA,NA,1.249304319,1.127272727,10.90078825,9.822822732,2.400000095,2.400000095,6.199999809,24.5,74.22396851,37.70000076,957,0.659855247,1.11
647,LSMS,2012,Urea,NGA,NA,1.20900418,1.090909091,10.90078825,9.822822732,2.400000095,2.400000095,6.199999809,24.5,74.22396851,37.70000076,957,0.659855247,1.11
648,LSMS,2012,Urea,NGA,NA,1.309754528,1.181818182,10.90078825,9.822822732,2.400000095,2.400000095,6.199999809,24.5,74.22396851,37.70000076,957,0.659855247,1.11
649,LSMS,2012,Urea,NGA,NA,1.20900418,1.090909091,10.90078825,9.822822732,2.400000095,2.400000095,6.199999809,24.5,74.22396851,37.70000076,957,0.659855247,1.11
650,LSMS,2012,Urea,NGA,NA,1.20900418,1.090909091,10.90078825,9.822822732,2.400000095,2.400000095,6.199999809,24.5,74.22396851,37.70000076,957,0.659855247,1.11
651,LSMS,2012,Urea,NGA,NA,0.836227891,0.754545455,11.18512328,10.29606244,0.300000012,0.300000012,5.300000191,22.89999962,376.5031433,36.90000153,897,0.324783623,1.11
652,LSMS,2012,Urea,NGA,NA,1.108253831,1,11.25314109,9.187168102,1.799999952,3.5,6.800000191,15.89999962,69.97913361,51.79999924,981.0028687,5.66E-10,1.11
653,LSMS,2012,Urea,NGA,NA,0.906753135,0.818181818,11.30070851,9.764296565,2.900000095,2.900000095,7.800000191,20.89999962,133.9175568,115.8000031,966.9990234,0.009045645,1.11
654,LSMS,2012,Urea,NGA,NA,0.906753135,0.818181818,11.46937607,10.15819452,3.099999905,3.099999905,8,21.89999962,165.5852356,117.0999985,900.99823,0.759682655,1.11
655,LSMS,2012,Urea,NGA,NA,0.906753135,0.818181818,11.68941664,9.917938414,2.200000048,2.200000048,5.900000095,19.20000076,127.5876236,92,926,0.998748183,1.11
656,LSMS,2012,Urea,NGA,NA,0.947053274,0.854545455,11.68941664,9.917938414,2.200000048,2.200000048,5.900000095,19.20000076,127.5876236,92,926,0.998748183,1.11
657,LSMS,2012,Urea,NGA,NA,1.047803622,0.945454545,11.68941664,9.917938414,2.200000048,2.200000048,5.900000095,19.20000076,127.5876236,92,926,0.998748183,1.11
658,LSMS,2012,Urea,NGA,NA,1.20900418,1.090909091,11.7394205,9.486182931,4.5,4.5,7.599999905,21,22.81711388,78.90000153,943,0.884870172,1.11
659,LSMS,2012,Urea,NGA,NA,1.108253831,1,11.7394205,9.486182931,4.5,4.5,7.599999905,21,22.81711388,78.90000153,943,0.884870172,1.11
660,LSMS,2012,Urea,NGA,NA,0.967203344,0.872727273,11.82695065,9.681995922,3.099999905,3.099999905,6.199999809,17.5,86.77664185,94.69999695,957.9920654,0.348494351,1.11
661,LSMS,2012,Urea,NGA,NA,1.108253831,1,12.45606764,10.1941516,5,5,7.599999905,23.70000076,22.58208847,71.5,884.005127,0.077488758,1.11
662,LSMS,2012,Urea,NGA,NA,1.410504876,1.272727273,12.45606764,10.1941516,5,5,7.599999905,23.70000076,22.58208847,71.5,884.005127,0.077488758,1.11
663,LSMS,2012,Urea,NGA,NA,1.20900418,1.090909091,12.71330179,11.06439691,3.900000095,4.5,4.5,21,299.8049622,14.89999962,780.0029297,0.484030187,1.11
664,LSMS,2012,Urea,NGA,NA,1.20900418,1.090909091,12.97234699,10.98066622,6.400000095,6.400000095,6.900000095,23.60000038,16.73677635,14.89999962,821.0003052,0.751788974,1.11
665,LSMS,2012,Urea,NGA,NA,1.48103012,1.336363636,13.42463013,11.15741799,7.699999809,8.300000191,8.300000191,30.20000076,37.19338989,61.20000076,802.0005493,1.85E-09,1.11
666,LSMS,2012,Urea,NGA,NA,1.20900418,1.090909091,13.42463013,11.15741799,7.699999809,8.300000191,8.300000191,30.20000076,37.19338989,61.20000076,802.0005493,1.85E-09,1.11
667,LSMS,2015,Urea,NGA,NA,0.723181885,0.909090909,3.150730587,7.957732683,6.099999905,6.099999905,6.900000095,8.5,29.90332413,30.70000076,1123.001831,0,0.8
668,LSMS,2015,Urea,NGA,NA,0.795500073,1,3.539210503,7.546855989,2.900000095,2.900000095,2.900000095,16.60000038,68.41749573,37.5,1196.003906,0.493996918,0.8
669,LSMS,2015,Urea,NGA,NA,0.867818261,1.090909091,3.665294445,11.84671093,3,4.800000191,4.800000191,14.10000038,23.27621651,55.20000076,766.008667,0.179893628,0.8
670,LSMS,2015,Urea,NGA,NA,0.723181885,0.909090909,3.901669339,12.66138666,3.5,4.400000095,4.400000095,19.39999962,24.74132347,36,658,0.792365193,0.8
671,LSMS,2015,Urea,NGA,NA,0.578545508,0.727272727,3.901669339,12.66138666,3.5,4.400000095,4.400000095,19.39999962,24.74132347,36,658,0.792365193,0.8
672,LSMS,2015,Urea,NGA,NA,0.672559153,0.845454545,4.157783909,12.5373079,1.399999976,3.200000048,3.200000048,21.29999924,522.8098145,49.09999847,723.0098877,9.43E-10,0.8
673,LSMS,2015,Urea,NGA,NA,0.867818261,1.090909091,4.541562966,11.61501991,2.599999905,4.099999905,4.099999905,17.20000076,140.7244415,55.09999847,917,0.002414228,0.8
674,LSMS,2015,Urea,NGA,NA,0.795500073,1,4.58047882,11.11061897,3.5,5.400000095,5.400000095,17.20000076,53.30875397,62,958,1.99E-09,0.8
675,LSMS,2015,Urea,NGA,NA,0.867818261,1.090909091,4.58047882,11.11061897,3.5,5.400000095,5.400000095,17.20000076,53.30875397,62,958,1.99E-09,0.8
676,LSMS,2015,Urea,NGA,NA,0.867818261,1.090909091,4.58047882,11.11061897,3.5,5.400000095,5.400000095,17.20000076,53.30875397,62,958,1.99E-09,0.8
677,LSMS,2015,Urea,NGA,NA,0.650863696,0.818181818,4.719912635,7.93123661,1.5,2.200000048,2.200000048,9.300000191,405.0054016,148,1276,0.021738492,0.8
678,LSMS,2015,Urea,NGA,NA,0.867818261,1.090909091,4.823851701,12.77141682,1.899999976,1.899999976,1.899999976,20.29999924,206.102005,96.69999695,724.0001221,0.467978776,0.8
679,LSMS,2015,Urea,NGA,NA,0.867818261,1.090909091,4.823851701,12.77141682,1.899999976,1.899999976,1.899999976,20.29999924,206.102005,96.69999695,724.0001221,0.467978776,0.8
680,LSMS,2015,Urea,NGA,NA,0.795500073,1,4.823851701,12.77141682,1.899999976,1.899999976,1.899999976,20.29999924,206.102005,96.69999695,724.0001221,0.467978776,0.8
681,LSMS,2015,Urea,NGA,NA,0.867818261,1.090909091,4.823851701,12.77141682,1.899999976,1.899999976,1.899999976,20.29999924,206.102005,96.69999695,724.0001221,0.467978776,0.8
682,LSMS,2015,Urea,NGA,NA,0.896745537,1.127272727,4.823851701,12.77141682,1.899999976,1.899999976,1.899999976,20.29999924,206.102005,96.69999695,724.0001221,0.467978776,0.8
683,LSMS,2015,Urea,NGA,NA,0.867818261,1.090909091,4.823851701,12.77141682,1.899999976,1.899999976,1.899999976,20.29999924,206.102005,96.69999695,724.0001221,0.467978776,0.8
684,LSMS,2015,Urea,NGA,NA,0.94013645,1.181818182,4.847447282,12.15387316,2.099999905,2.200000048,2.200000048,21.60000038,30.80537605,55.20000076,857,0.163558558,0.8
685,LSMS,2015,Urea,NGA,NA,0.94013645,1.181818182,4.847447282,12.15387316,2.099999905,2.200000048,2.200000048,21.60000038,30.80537605,55.20000076,857,0.163558558,0.8
686,LSMS,2015,Urea,NGA,NA,0.867818261,1.090909091,4.847447282,12.15387316,2.099999905,2.200000048,2.200000048,21.60000038,30.80537605,55.20000076,857,0.163558558,0.8
687,LSMS,2015,Urea,NGA,NA,0.867818261,1.090909091,4.847447282,12.15387316,2.099999905,2.200000048,2.200000048,21.60000038,30.80537605,55.20000076,857,0.163558558,0.8
688,LSMS,2015,Urea,NGA,NA,0.94013645,1.181818182,4.847447282,12.15387316,2.099999905,2.200000048,2.200000048,21.60000038,30.80537605,55.20000076,857,0.163558558,0.8
689,LSMS,2015,Urea,NGA,NA,0.433909131,0.545454545,4.847447282,12.15387316,2.099999905,2.200000048,2.200000048,21.60000038,30.80537605,55.20000076,857,0.163558558,0.8
690,LSMS,2015,Urea,NGA,NA,0.94013645,1.181818182,4.847447282,12.15387316,2.099999905,2.200000048,2.200000048,21.60000038,30.80537605,55.20000076,857,0.163558558,0.8
691,LSMS,2015,Urea,NGA,NA,0.94013645,1.181818182,4.847447282,12.15387316,2.099999905,2.200000048,2.200000048,21.60000038,30.80537605,55.20000076,857,0.163558558,0.8
692,LSMS,2015,Urea,NGA,NA,0.723181885,0.909090909,4.983890874,12.14116466,2.599999905,2.599999905,2.599999905,22.79999924,44.38482666,55.20000076,856.9997559,0.959213793,0.8
693,LSMS,2015,Urea,NGA,NA,1.301727392,1.636363636,4.983890874,12.14116466,2.599999905,2.599999905,2.599999905,22.79999924,44.38482666,55.20000076,856.9997559,0.959213793,0.8
694,LSMS,2015,Urea,NGA,NA,0.867818261,1.090909091,5.19881853,12.9638173,0.300000012,0.300000012,0.300000012,20.5,267.353241,134.6999969,673,1.48E-11,0.8
695,LSMS,2015,Urea,NGA,NA,0.961831906,1.209090909,5.281113446,13.08133222,0.200000003,0.200000003,0.200000003,20.5,947.9440918,20.20000076,623.00354,1.57E-10,0.8
696,LSMS,2015,Urea,NGA,NA,0.961831906,1.209090909,5.281113446,13.08133222,0.200000003,0.200000003,0.200000003,20.5,947.9440918,20.20000076,623.00354,1.57E-10,0.8
697,LSMS,2015,Urea,NGA,NA,0.397750037,0.5,5.281113446,13.08133222,0.200000003,0.200000003,0.200000003,20.5,947.9440918,20.20000076,623.00354,1.57E-10,0.8
698,LSMS,2015,Urea,NGA,NA,0.961831906,1.209090909,5.281113446,13.08133222,0.200000003,0.200000003,0.200000003,20.5,947.9440918,20.20000076,623.00354,1.57E-10,0.8
699,LSMS,2015,Urea,NGA,NA,1.084772827,1.363636364,5.281113446,13.08133222,0.200000003,0.200000003,0.200000003,20.5,947.9440918,20.20000076,623.00354,1.57E-10,0.8
700,LSMS,2015,Urea,NGA,NA,0.723181885,0.909090909,5.281113446,13.08133222,0.200000003,0.200000003,0.200000003,20.5,947.9440918,20.20000076,623.00354,1.57E-10,0.8
701,LSMS,2015,Urea,NGA,NA,0.838890986,1.054545455,5.281113446,13.08133222,0.200000003,0.200000003,0.200000003,20.5,947.9440918,20.20000076,623.00354,1.57E-10,0.8
702,LSMS,2015,Urea,NGA,NA,0.838890986,1.054545455,5.281113446,13.08133222,0.200000003,0.200000003,0.200000003,20.5,947.9440918,20.20000076,623.00354,1.57E-10,0.8
703,LSMS,2015,Urea,NGA,NA,0.867818261,1.090909091,5.466310819,8.887379253,4.199999809,4.199999809,4.300000191,16,119.7113342,18.39999962,1150.001953,0.86486274,0.8
704,LSMS,2015,Urea,NGA,NA,0.506227319,0.636363636,5.508428437,11.30204266,3.200000048,4.099999905,4.699999809,18.39999962,61.36818695,57.59999847,1022,0.992061436,0.8
705,LSMS,2015,Urea,NGA,NA,0.867818261,1.090909091,5.557552902,13.71424746,2.799999952,2.799999952,2.799999952,25.79999924,113.2884293,128.8999939,484.0022278,0,0.8
706,LSMS,2015,Urea,NGA,NA,0.795500073,1,5.608123729,8.745676569,3.599999905,3.599999905,4.800000191,18.5,51.89393234,19.10000038,1165.000977,0.581653655,0.8
707,LSMS,2015,Urea,NGA,NA,0.723181885,0.909090909,5.622401057,9.749817736,4.900000095,5.099999905,6.199999809,18.5,72.72198486,25.10000038,1190.000732,1,0.8
708,LSMS,2015,Urea,NGA,NA,0.75210916,0.945454545,5.622401057,9.749817736,4.900000095,5.099999905,6.199999809,18.5,72.72198486,25.10000038,1190.000732,1,0.8
709,LSMS,2015,Urea,NGA,NA,0.737645522,0.927272727,5.622401057,9.749817736,4.900000095,5.099999905,6.199999809,18.5,72.72198486,25.10000038,1190.000732,1,0.8
710,LSMS,2015,Urea,NGA,NA,0.75210916,0.945454545,5.622401057,9.749817736,4.900000095,5.099999905,6.199999809,18.5,72.72198486,25.10000038,1190.000732,1,0.8
711,LSMS,2015,Urea,NGA,NA,0.361590942,0.454545455,5.797165013,9.731662839,2.400000095,2.400000095,4,14.19999981,17.67943764,21.20000076,1201.999634,0.427851468,0.8
712,LSMS,2015,Urea,NGA,NA,0.723181885,0.909090909,5.797165013,9.731662839,2.400000095,2.400000095,4,14.19999981,17.67943764,21.20000076,1201.999634,0.427851468,0.8
713,LSMS,2015,Urea,NGA,NA,0.795500073,1,5.797165013,9.731662839,2.400000095,2.400000095,4,14.19999981,17.67943764,21.20000076,1201.999634,0.427851468,0.8
714,LSMS,2015,Urea,NGA,NA,0.723181885,0.909090909,5.797165013,9.731662839,2.400000095,2.400000095,4,14.19999981,17.67943764,21.20000076,1201.999634,0.427851468,0.8
715,LSMS,2015,Urea,NGA,NA,0.650863696,0.818181818,5.797165013,9.731662839,2.400000095,2.400000095,4,14.19999981,17.67943764,21.20000076,1201.999634,0.427851468,0.8
716,LSMS,2015,Urea,NGA,NA,0.361590942,0.454545455,5.797165013,9.731662839,2.400000095,2.400000095,4,14.19999981,17.67943764,21.20000076,1201.999634,0.427851468,0.8
717,LSMS,2015,Urea,NGA,NA,0.795500073,1,5.8207981,9.070870014,1.399999976,1.399999976,3.400000095,14.39999962,139.7404785,54.70000076,1180.999023,0.711528599,0.8
718,LSMS,2015,Urea,NGA,NA,0.723181885,0.909090909,5.8207981,9.070870014,1.399999976,1.399999976,3.400000095,14.39999962,139.7404785,54.70000076,1180.999023,0.711528599,0.8
719,LSMS,2015,Urea,NGA,NA,0.723181885,0.909090909,5.8207981,9.070870014,1.399999976,1.399999976,3.400000095,14.39999962,139.7404785,54.70000076,1180.999023,0.711528599,0.8
720,LSMS,2015,Urea,NGA,NA,0.723181885,0.909090909,6.030960111,11.87188827,2.400000095,2.400000095,3.200000048,24.20000076,46.20806503,34.5,923.0029907,0.913227975,0.8
721,LSMS,2015,Urea,NGA,NA,0.795500073,1,6.176619068,6.115542859,1.5,2.299999952,2.400000095,8.899999619,69.7268219,113.5,2021,0.958681107,0.8
722,LSMS,2015,Urea,NGA,NA,0.795500073,1,6.176619068,6.115542859,1.5,2.299999952,2.400000095,8.899999619,69.7268219,113.5,2021,0.958681107,0.8
723,LSMS,2015,Urea,NGA,NA,0.795500073,1,6.176619068,6.115542859,1.5,2.299999952,2.400000095,8.899999619,69.7268219,113.5,2021,0.958681107,0.8
724,LSMS,2015,Urea,NGA,NA,0.94013645,1.181818182,6.194916905,6.127198278,1.5,2.299999952,2.400000095,8.899999619,69.7268219,113.5,2021,0.958681107,0.8
725,LSMS,2015,Urea,NGA,NA,0.723181885,0.909090909,6.194916905,6.127198278,1.5,2.299999952,2.400000095,8.899999619,69.7268219,113.5,2021,0.958681107,0.8
726,LSMS,2015,Urea,NGA,NA,1.446363769,1.818181818,6.228652475,12.42046526,1.100000024,1.100000024,1.600000024,25.60000038,18.26859474,80.09999847,791,0.10131944,0.8
727,LSMS,2015,Urea,NGA,NA,0.867818261,1.090909091,6.246646667,13.5555423,4.699999809,4.699999809,5.099999905,28.5,36.02045822,82.59999847,443.0023804,1,0.8
728,LSMS,2015,Urea,NGA,NA,0.723181885,0.909090909,6.246646667,13.5555423,4.699999809,4.699999809,5.099999905,28.5,36.02045822,82.59999847,443.0023804,1,0.8
729,LSMS,2015,Urea,NGA,NA,0.578545508,0.727272727,6.246646667,13.5555423,4.699999809,4.699999809,5.099999905,28.5,36.02045822,82.59999847,443.0023804,1,0.8
730,LSMS,2015,Urea,NGA,NA,0.867818261,1.090909091,6.246646667,13.5555423,4.699999809,4.699999809,5.099999905,28.5,36.02045822,82.59999847,443.0023804,1,0.8
731,LSMS,2015,Urea,NGA,NA,0.723181885,0.909090909,6.246646667,13.5555423,4.699999809,4.699999809,5.099999905,28.5,36.02045822,82.59999847,443.0023804,1,0.8
732,LSMS,2015,Urea,NGA,NA,0.867818261,1.090909091,6.246646667,13.5555423,4.699999809,4.699999809,5.099999905,28.5,36.02045822,82.59999847,443.0023804,1,0.8
733,LSMS,2015,Urea,NGA,NA,0.723181885,0.909090909,6.27951538,6.135087308,1.200000048,1.799999952,1.899999976,8.100000381,60.15538025,121.0999985,2020.991089,0.956199586,0.8
734,LSMS,2015,Urea,NGA,NA,0.578545508,0.727272727,6.352997965,11.38604172,2.700000048,2.700000048,3.900000095,25.20000076,44.02500153,34.5,1046.002197,0.722604215,0.8
735,LSMS,2015,Urea,NGA,NA,0.433909131,0.545454545,6.379275243,9.631348798,1.200000048,1.200000048,3.599999905,17.60000038,87.53739166,98.19999695,1226,0.429451227,0.8
736,LSMS,2015,Urea,NGA,NA,0.650863696,0.818181818,6.379275243,9.631348798,1.200000048,1.200000048,3.599999905,17.60000038,87.53739166,98.19999695,1226,0.429451227,0.8
737,LSMS,2015,Urea,NGA,NA,0.614704602,0.772727273,6.379275243,9.631348798,1.200000048,1.200000048,3.599999905,17.60000038,87.53739166,98.19999695,1226,0.429451227,0.8
738,LSMS,2015,Urea,NGA,NA,0.744877341,0.936363636,6.396907079,9.037355362,1.899999976,1.899999976,4.300000191,17.39999962,52.0590477,50.09999847,1205.999634,0.165524989,0.8
739,LSMS,2015,Urea,NGA,NA,0.795500073,1,6.497140028,6.234256879,1.299999952,1.399999976,1.399999976,6.400000095,137.3491211,151.8000031,1853.000732,0.132516652,0.8
740,LSMS,2015,Urea,NGA,NA,1.374045581,1.727272727,6.586232618,12.5057921,1.399999976,1.399999976,2.799999952,25.89999962,1329.803589,119.0999985,735.0047607,0.73363173,0.8
741,LSMS,2015,Urea,NGA,NA,0.397750037,0.5,6.587076641,12.28499572,0.600000024,0.600000024,2.299999952,23.5,83.83178711,102.5999985,863.9986572,0.897589982,0.8
742,LSMS,2015,Urea,NGA,NA,0.694254609,0.872727273,6.785463784,12.53603404,2,2,2.799999952,26.60000038,84.41158295,103.6999969,731.0040894,0.993751764,0.8
743,LSMS,2015,Urea,NGA,NA,1.157091015,1.454545455,6.785463784,12.53603404,2,2,2.799999952,26.60000038,84.41158295,103.6999969,731.0040894,0.993751764,0.8
744,LSMS,2015,Urea,NGA,NA,1.157091015,1.454545455,6.785463784,12.53603404,2,2,2.799999952,26.60000038,84.41158295,103.6999969,731.0040894,0.993751764,0.8
745,LSMS,2015,Urea,NGA,NA,0.759340979,0.954545455,7.233315659,12.94408865,3.900000095,3.900000095,3.900000095,30.39999962,47.03099823,166.3000031,605,0.321259946,0.8
746,LSMS,2015,Urea,NGA,NA,0.867818261,1.090909091,7.233315659,12.94408865,3.900000095,3.900000095,3.900000095,30.39999962,47.03099823,166.3000031,605,0.321259946,0.8
747,LSMS,2015,Urea,NGA,NA,0.795500073,1,7.233315659,12.94408865,3.900000095,3.900000095,3.900000095,30.39999962,47.03099823,166.3000031,605,0.321259946,0.8
748,LSMS,2015,Urea,NGA,NA,0.650863696,0.818181818,7.233315659,12.94408865,3.900000095,3.900000095,3.900000095,30.39999962,47.03099823,166.3000031,605,0.321259946,0.8
749,LSMS,2015,Urea,NGA,NA,0.723181885,0.909090909,7.343690583,12.33708952,2.799999952,2.799999952,2.799999952,28.89999962,62.31946945,126.6999969,764.0036011,1,0.8
750,LSMS,2015,Urea,NGA,NA,0.867818261,1.090909091,7.343690583,12.33708952,2.799999952,2.799999952,2.799999952,28.89999962,62.31946945,126.6999969,764.0036011,1,0.8
751,LSMS,2015,Urea,NGA,NA,0.961831906,1.209090909,7.343690583,12.33708952,2.799999952,2.799999952,2.799999952,28.89999962,62.31946945,126.6999969,764.0036011,1,0.8
752,LSMS,2015,Urea,NGA,NA,0.795500073,1,7.343690583,12.33708952,2.799999952,2.799999952,2.799999952,28.89999962,62.31946945,126.6999969,764.0036011,1,0.8
753,LSMS,2015,Urea,NGA,NA,0.397750037,0.5,7.343690583,12.33708952,2.799999952,2.799999952,2.799999952,28.89999962,62.31946945,126.6999969,764.0036011,1,0.8
